ssdl:pid,ssdl:notation,ssdl:placeOfPublication,ssdl:spatialCoverageGettyUri,ssdl:dateOfPublication,ssdl:shortTitle
1897-Corona-EMU,Round,"Dalton, GA; Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1897,Coronation Songs
1897-Fillmo-EMU,Round,1897,"United States, Ohio, Hamilton, Cincinnati;United States, New York, New York",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,Fillmores' Male Choir No. 2
1897-Gospe1-EMU,Round,"St. Louis, MO;Indianapolis, IN",http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7012924,1897,The Gospel Call
1897-Gospe2-EMU,Round,"St. Louis, MO;Indianapolis, IN",http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7012924,1897,The Gospel Call
1897-Reviva-EMU,Round,"Dalton, GA;Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1897,"Revival Choir, No. 2"
1897-Songla-EMU,Round,"Dallas, TX",http://vocab.getty.edu/page/tgn/7013503,1897,Song-Land Melodies
1897-Songso-EMU,Round,"Atlanta, GA;Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7013604,1897,Songs of Service
1899-Gospe1-EMU,Round,"Cincinnati, OH; Chicago, IL; St. Louis, MO; New York, NY; Boston, MA; Pittsburgh, PA; Detroit, MI; San Francisco, CA",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7013927;http://vocab.getty.edu/page/tgn/7013547;http://vocab.getty.edu/page/tgn/7014456,1899,The Gospel Hymnal
1899-Gospe2-EMU,Round,"Dallas, TX; West Milton, OH",http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/2082531,1899,Gospel Songs No. 1
1899-Hymnal-EMU,Round,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1899,Hymnal of the Evangelical Church
1900-Childr-EMU,Round,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1900,Children's Praises
1900-Nation-EMU,Round;Seven-shape Hood,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1900?,The National Harp of Zion and B. Y. P. U. Hymnal
1900-Newhar-EMU,Round,"Eureka Springs, AK",http://vocab.getty.edu/page/tgn/2008202,1900,New Harvest Bells
1900-Ourtha-EMU,Round,"Dalton, GA; Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1900,Our Thankful Songs
1900-Palace-EMU,Round,"Baltimore, MD",http://vocab.getty.edu/page/tgn/7013352,1900,The Palace of Song
1900-Salvat-EMU,Round,"Moundsville, WV",http://vocab.getty.edu/page/tgn/2119287,1900,Salvation Echoes
1900-Songss-EMU,Round,"Los Angeles, CA",http://vocab.getty.edu/page/tgn/7023900,1900,"Songs Sung by Rawei, the New Zealand Native Evangelist"
1900-Vaugha-EMU,Seven-shape Aikin,"Athens, GA",http://vocab.getty.edu/page/tgn/7013329,19xx?,Vaughan's Selected Songs
1901-Aggres-EMU,Round,,,19xx?,Aggressive Songs
1901-Eureka-EMU,Round,"Dallas, TX; Kansas City, MO; Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7013820;http://vocab.getty.edu/page/tgn/7013604,1901,Eureka Carols
1901-Fillm1-EMU,Round,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1901,Fillmores' Male Choir No. 3
1901-Fillm2-EMU,Round,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1901,"Fillmores' Women's Choir Nos. 1, 2 and 3 Combined"
1901-Hackle-EMU,Round,"St. Louis, MO; Indianapolis, IN",http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7012924,1901,Hackleman's Male Quartets
1901-Kirche-EMU,,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1901,Kirchen-Gesangbuch für Evangelisch-Lutherische Gemeinden ungeänderter Augusburgischer Confession
1901-Manlyp-EMU,Round,"New York, NY; Dayton, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013511,1901,Manly Praise
1901-Newpsa-EMU,Nil,"Richmond, VA",http://vocab.getty.edu/page/tgn/7013964,1901,The New Psalms and Hymns
1901-Youngp-EMU,Round,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1901,The Young People's Hymnal
1902-Crowno-EMU,Round;Seven-shape Aikin,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1902,Crown of Glory
1902-Eleven-EMU,Round,"Atlanta, GA; Cincinnati, OH; Kansas City, MO",http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013820,1902,Eleventh Hour Songs
1902-Joyful-EMU,Round,"Cincinnati, OH;Chicago, IL;Kansas City, MO;San Francisco, CA;New York, NY;Boston, MA;Pittsburg, PA;Detroit, MI",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013820;http://vocab.getty.edu/page/tgn/7014456;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7013927;http://vocab.getty.edu/page/tgn/7013547,1902,Joyful Praise
1902-Living-EMU,Round,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1902,Living Praise
1902-Onwing-EMU,Round,"Baltimore, MD",http://vocab.getty.edu/page/tgn/7013352,1902,On Wings of Love
1904-Gemsno-EMU,Round,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1904,Gems No. 2
1904-Perfec-EMU,Round,"Lawrenceburg, TN",http://vocab.getty.edu/page/tgn/2100022,1904,Perfect Praise
1904-Temper-EMU,Round,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1904?,The Temperance Songster
1905-Hymnso-EMU,Round,"Columbia, TN; Cincinnati, OH; New York, NY; Baltimore, MD; Louisville, KY; Blue Earth, MN",http://vocab.getty.edu/page/tgn/2098585;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013352;http://vocab.getty.edu/page/tgn/7013915;http://vocab.getty.edu/page/tgn/2053997,1905,Hymns of Victory
1905-Lobede-EMU,Round,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1905,Lobe den Herrn!
1905-Reviva-EMU,Round,"Atlanta, GA; Cincinnati, OH; Kansas City, MO",http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013820,19xx?,Revival Special
1905-Songsf-EMU,Round,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1905,Songs for Service in Church and Home
1905-Youngp-EMU,Round,"Nashville, TN; Dallas, TX",http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7013503,1905,The Young People's Hymnal No. 3
1906-Golden-EMU,Seven-shape Aikin,"Lawrenceburg, TN",http://vocab.getty.edu/page/tgn/2100022,1906,Golden Songs of Glory
1906-Gospel-EMU,Round,"Rogers, AR",http://vocab.getty.edu/page/tgn/2009390,1906,Gospel Melodies
1906-Hymna1-EMU,Nil,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1906,Hymnal for Evangelical Lutheran Missions
1906-Hymna2-EMU,Round,,,1906,Hymnal
1906-Jesuss-EMU,Seven-shape Aikin,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1906,Jesus Songs
1906-Lastin-EMU,Seven-shape Aikin,"Glencoe, KY",http://vocab.getty.edu/page/tgn/2039075,1906,Lasting Hymns
1906-Sevent-EMU,Seven-shape Aikin,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1906,Seventy-seven Sweet Songs
1907-Bestof-EMU,,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1907,Best of All
1907-Gospel-EMU,Round,"Cincinnati, OH;New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1907,The Gospel Chorus
1907-Himnar-EMU,,"Philadelphia, PA",http://vocab.getty.edu/page/tgn/7014406,1907,Himnario Provisional
1907-Hymnso-EMU,Round,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1907,Hymns of the Evangelical Lutheran Church
1907-Specia-EMU,Seven-shape Aikin,"Chattanooga, TN;Meridian, MS",http://vocab.getty.edu/page/tgn/7017496;http://vocab.getty.edu/page/tgn/2056956,1907,Special Favorite Songs
1907-Standa-EMU,Round,"Richmond, VA;Texarkana, TX, AR",http://vocab.getty.edu/page/tgn/7013964;http://vocab.getty.edu/page/tgn/7023771,1907,Standard Songs
1907-Sunday-EMU,Round,"Atlanta, GA;Kansas City, MO",http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7013820,1907,Sunday School and Revival
1908-Chris1-EMU,Round,"Washington, D. C.",http://vocab.getty.edu/page/tgn/7015717,1908,Christ in Song
1908-Victor-EMU,Round,"Cincinnati, OH;Chicago, IL;Kansas City, MO;San Francisco, CA;New York, NY;Boston, MA;Pittsburg, PA;Detroit, MI",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013820;http://vocab.getty.edu/page/tgn/7014456;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7013927;http://vocab.getty.edu/page/tgn/7013547,1908,The Victory
1909-Precio-EMU,Round,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1909,Precious Jewels of Sacred Song
1915-Worldw-EMU,Round,"Chicago, IL;Siloam Spring, AR;Los Angeles, CA",http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/2009509;http://vocab.getty.edu/page/tgn/7023900,1915?,World Wide Revival Songs
1925-SaintH-EMU,Round,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1925,Saint Helena Island Spirituals
1925-Songs2-EMU,Round;Seven-shape Aikin,"Springfield, MO",http://vocab.getty.edu/page/tgn/7014532,1925,Songs of Pentecostal Fellowship
1927-Spirit-EMU,Seven-shape Aikin,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1927,Spirituals Triumphant
1850-Sacred-EMU,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1850,The Sacred Harp
1851-Songso-EMU,Nil,"Richmond, VA",http://vocab.getty.edu/page/tgn/7013964,1851,Songs of Zion
1854-Outlin-EMU,Nil,"Richmond, VA;Louisville, KY",http://vocab.getty.edu/page/tgn/7013964;http://vocab.getty.edu/page/tgn/7013915,1854,Outlines of Sunday-School Lectures
1859-Psalms-EMU,Nil,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1859,"Psalms and Hymns Adapted to Social, Private, and Public Worship, in the Cumberland Presbyterian Church"
1868-Baptis-EMU,Nil,"Atlanta, GA",http://vocab.getty.edu/page/tgn/7013331,1868,The Baptist Psalmody
1889-Easte2-EMU,Round,,,,
1892-Zionsm-EMU,Seven-shape Aikin,"Fort Smith, AR",http://vocab.getty.edu/page/tgn/7013924,1892,Zion's March
1894-Choice-EMU,Seven-shape Aikin,"Nashville, Tennessee",http://vocab.getty.edu/page/tgn/7013959,1894,Choice Songs (No. 1)
1900-Manual-EMU,Nil,"Washington, D. C.",http://vocab.getty.edu/page/tgn/7015717,1900,A Manual for Worship
1901-Electr-EMU,Round,"Dayton, OH",http://vocab.getty.edu/page/tgn/7013511,1901,Electric Lights
1901-Popula-EMU,Round,"St. Louis, MO;Indianapolis, IN",http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7012924,1901,Popular Hymns Number 2
1901-Standa-EMU,Round,"Dalton, GA, Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1901,Standard Church Music
1902-Crowni-EMU,Seven-shape Aikin,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1902,Crowning Day No. 5
1902-Fillmo-EMU,Round,"Cincinnati, OH;New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1902,Fillmores' Gospel Songs No. 2
1902-Tearsa-EMU,Round,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1902,Tears and Triumphs No. 3
1903-Bellso-EMU,Round,"Chattanooga, TN;Waco, TX",http://vocab.getty.edu/page/tgn/7017496;http://vocab.getty.edu/page/tgn/7014575,1903,Bells of Heaven
1903-Echoes-EMU,Round,"Boston, MA",http://vocab.getty.edu/page/tgn/7013445,1903,Echoes of Paradise
1903-Nation-EMU,Round,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1903,The National Baptist Hymnal
1903-Reviva-EMU,Round,"Atlanta, GA;Cincinnati, OH;Kansas City, MO",http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013820,1903,The Revival No. 4
1904-Baptis-EMU,Round,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1904,The Baptist Hymn and Praise Book
1904-Glorio-EMU,Round,"Philadelphia, PA; Boston, MA; New York, NY; Chicago, IL; St. Louis, MO; Dallas, TX; Atlanta, GA",http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7013331,1904,Glorious Praise
1905-Fillmo-EMU,Round,"Cincinnati, OH;New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1905,Fillmore's Sunday-School Songs No. 3
1905-Gloria-EMU,Round,"St. Louis, MO;Indianapolis, IN",http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7012924,1905,Gloria in Excelsis
1905-Method-EMU,Round,"Cincinnati, OH;New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1905,The Methodist Hymnal
1905-Salvat-EMU,,"Dalton, GA; Dallas, TX; Ft. Recovery, OH; Dayton, OH",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/2079622;http://vocab.getty.edu/page/tgn/7013511,1905,Salvation's River
1907-Truthi-EMU,Round,"Anderson, IN",http://vocab.getty.edu/page/tgn/7013300,1907,Truth in Song
1908-Alexa1-EMU,Round,"New York, NY; Chicago, IL; Toronto, Canada; London, England; Edinburgh, Scotland",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013284;http://vocab.getty.edu/page/tgn/7011781;http://vocab.getty.edu/page/tgn/7009546,1908,Alexander's Gospel Songs
1908-Alexa2-EMU,Round,"New York, NY; Philadelphia, PA",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7014406,19xx?,Alexander's Gospel Songs No. 8
1908-Chris2-EMU,Round,"St. Louis, MO; Chicago, IL",http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7013596,1908,Christian Hymns
1908-Crowni-EMU,Round,"Waco, TX; Memphis, TN",http://vocab.getty.edu/page/tgn/7014575;http://vocab.getty.edu/page/tgn/7017750,1908,Crowning Carols
1908-Friend-EMU,Nil,"Baltimore, MD",http://vocab.getty.edu/page/tgn/7013352,1908,Friends School Song Book
1908-Fullof-EMU,Round,"Wilmington, DE",http://vocab.getty.edu/page/tgn/7014632,1908,Full of Blessing
1908-Hymnsa-EMU,Nil,"New York, NY; Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013604,1908,Hymns and Poetry of the Eastern Church
1908-Joyand-EMU,Round,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,19xx?,Joy and Praise
1908-Oliver-EMU,Round,"Kansas City, MO",http://vocab.getty.edu/page/tgn/7013820,1908,"Oliver's ""Songs of Deliverance"""
1908-Sbirka-EMU,,,,,
1908-Songso-EMU,,"Kansas City, MO",http://vocab.getty.edu/page/tgn/7013820,1908,Songs of Zion No. 2
1912-Songso-EMU,Round;Seven-shape Aikin,"East Chattanooga, TN",http://vocab.getty.edu/page/tgn/7017496,1908,Songs of Pentecostal Power
1908-Songse-EMU,Round,"Roanoke, VA;Cincinnati, OH",http://vocab.getty.edu/page/tgn/7014343;http://vocab.getty.edu/page/tgn/7013604,1908,Song Service
1909-Christ-EMU,,,,,
1909-Method-EMU,Round,"Baltimore, MD; Pittsburgh, PA",http://vocab.getty.edu/page/tgn/7013352;http://vocab.getty.edu/page/tgn/7013927,1909,The Methodist Protestant Church Hymnal
1909-Newhym-EMU,Round,"Charlotte, NC; Philadelphia, PA",http://vocab.getty.edu/page/tgn/7013584;http://vocab.getty.edu/page/tgn/7014406,1909,New Hymn and Tune Book
1909-Servic-EMU,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1909,Service in Song
1909-Tillma-EMU,Seven-shape Aikin,"Atlanta, GA; Cincinnati, OH; Kansas City, MO",http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013820,19xx?,Tillman's Tabernacle Songs
1909-Unionh-EMU,Four-shape,"Douglasville, GA",http://vocab.getty.edu/page/tgn/2022711,1909?,Union Harp and History of Songs
1909-Vaugha-EMU,Seven-shape Aikin,"Athens, GA",http://vocab.getty.edu/page/tgn/7013329,19xx?,Vaughan's Revival
1910-Assemb-EMU,Round,"Richmond, VA; Texarkana, AR, TX",http://vocab.getty.edu/page/tgn/7013964;http://vocab.getty.edu/page/tgn/7023771,1910,Assembly Songs
1910-Exulta-EMU,Round,"Baltimore, MA",http://vocab.getty.edu/page/tgn/7013352,1910,Exultant Praises
1910-Missio-EMU,Nil,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1910,Missionary Hymns from the Hymnal
1910-Reviva-EMU,Seven-shape Aikin,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1910,Revival Echoes
1910-Songsf-EMU,Round,"New York, NY;London, United Kingdom",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/8725268,1910,Songs for the Service of Christ
1910-Songst-EMU,Seven-shape Aikin,"Carrollton, GA",http://vocab.getty.edu/page/tgn/2022353,1910,Songs
1910-Victor-EMU,,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1910,Victory-Songs
1911-Evange-EMU,,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1911?,Evang.-Lutherisches Choralbuch für Kirche und Haus
1911-Himnar-EMU,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1911,Himnario Cristiano
1911-Newson-EMU,,"Austin, TX",http://vocab.getty.edu/page/tgn/1002161,1911,New Songs of Victory
1910-Psalms-EMU,,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1910,"Psalms, Hymns and Songs Spiritual"
1911-Songso-EMU,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1911,Songs of Evangelism
1911-Spirit-EMU,,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1911,Spirit of Praise
1911-Youngp-EMU,,"Evanston, IL",http://vocab.getty.edu/page/tgn/7014153,1911,Young People's Temperance Chorus Book
1912-Charmi-EMU,Seven-shape Aikin,"Eastman, GA",http://vocab.getty.edu/page/tgn/2022768,1912,Charming Melodies
1912-Evange-EMU,Round,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1912?,Evangelical Lutheran Hymn-Book
1912-Hearth-EMU,Round,"Baltimore, MD",http://vocab.getty.edu/page/tgn/7013352,1912,Heart Hymns
1912-Little-EMU,Round,"Nashville, TN;Dallas, TX;Richmond, VA",http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7013964,1912,The Little Hymn Book
1912-Newlyr-EMU,Seven-shape Aikin,"Dalton, GA;Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1912,New Lyrics of Praise
1912-Sacred-EMU,,"Cincinnati, OH;Chicago, IL;Kansas City, MO;San Francisco, CA;New York, NY;Boston, MA;Pittsburgh, PA;Detroit, MI",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013820;http://vocab.getty.edu/page/tgn/7014456;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7013927;http://vocab.getty.edu/page/tgn/7013547,1912,Sacred Praise
1912-Songs1-EMU,,"Cincinnati, OH;Chicago, IL;Kansas City, MO;San Francisco, CA;New York, NY;Boston, MA;Pittsburgh, PA;Detroit, MI",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013820;http://vocab.getty.edu/page/tgn/7014456;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7013927;http://vocab.getty.edu/page/tgn/7013547,1912,Songs of Conquest
1912-Songs2-EMU,Round,"Independence, MO",http://vocab.getty.edu/page/tgn/7013793,1912,The  Songs of Zion
1912-Songs3-EMU,Round,"Cincinnati, OH;New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1912,"Songs of Praise Our Voices Raise to Jesus, Blest Forever!"
1912-Songs4-EMU,Round,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1912,Songs of Praise and Service
1912-Sunday-EMU,Round,"Atlanta, GA;Kansas City, MO;Dallas, TX",http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7013820;http://vocab.getty.edu/page/tgn/7013503,1912,Sunday-School and Revival Number Two
1913-Loyalt-EMU,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1913,Loyalty to the King
1913-Ourcho-EMU,Round;Seven-shape Aikin,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1913,Our Choice
1913-Planta-EMU,Round,"Philadelphia, PA;Chicago, IL",http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7013596,1913?,Plantation Melodies and Spiritual Songs
1913-Sacred-EMU,Round,"Dayton, Virginia",http://vocab.getty.edu/page/tgn/2111441,1913,Sacred Melodies
1914-CrownH-EMU,Seven-shape Aikin,"Dayton, Virginia",http://vocab.getty.edu/page/tgn/2111441,1914,Crown Him King
1914-Downat-EMU,Seven-shape Aikin,"Charlotte, NC",http://vocab.getty.edu/page/tgn/7013584,1914,Down At The Cross
1914-Hymnso-EMU,Seven-shape Aikin,"Atlanta, GA",http://vocab.getty.edu/page/tgn/7013331,1914,Hymns of Glory No. 2
1914-Immanu-EMU,Round,"New York, NY; Chicago, IL; Toronto, Canada; London, United Kingdom; Edinburgh, United Kingdom",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013284;http://vocab.getty.edu/page/tgn/7011781;http://vocab.getty.edu/page/tgn/7009546,1914,Immanuel's Praise
1914-Newsac-EMU,Seven-shape Aikin,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1914,New Sacred Quartettes
1914-Onehun-EMU,,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1914,One Hundred Hymns
1914-Praise-EMU,Seven-shape Aikin,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1914,Praise Him
1915-Crowns-EMU,Seven-shape Aikin,"Nashville, TN; Dallas, TX; Richmond, VA",http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7013964,1915?,Crowns
1915-Gospel-EMU,,"St. Louis, MO; Indianapolis, IN",http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7012924,19xx?,Gospel Bells
1915-Herald-EMU,Round,"Dallas, TX",http://vocab.getty.edu/page/tgn/7013503,1915,The Herald
1915-Praise-EMU,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1915,Praise Triumphant
1915-Select-EMU,,"Carlisle, PA",http://vocab.getty.edu/page/tgn/7013550,1915?,Select Revival Hymns
1915-Songs1-EMU,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1915,The Songs of Zion
1915-Songs2-EMU,,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1915,Songs of Redeeming Love
1915-Songs3-EMU,,"Washington, D. C.; South Bend, Ind.; New York, N. Y.",http://vocab.getty.edu/page/tgn/7015717;http://vocab.getty.edu/page/tgn/7014320;http://vocab.getty.edu/page/tgn/7007567,1915,Songs of Zion
1915-Sparkl-EMU,,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1915,Sparkling Jewels No. 2
1916-Childs-EMU,,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1916,Child Songs
1916-Happyg-EMU,,"Charlotte, NC",http://vocab.getty.edu/page/tgn/7013584,,Happy Greetings to All
1916-Hispra-EMU,Round,"Atlanta, GA",http://vocab.getty.edu/page/tgn/7013331,1916,His Praise
1916-Montre-EMU,Round,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1916,Montreat Hymns
1916-Newhar-EMU,Seven-shape Swan,"Nashville, TN; Dallas, TX; Richmond, VA;",http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7013964,1916,The New Harp of Columbia
1916-Select-EMU,Round,"Dallas, TX",http://vocab.getty.edu/page/tgn/7013503,1916,Select Gospel Songs
1916-Songso-EMU,Round;Seven-shape Aikin,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,1916,Songs of Calvary
1916-Treasu-EMU,Round,"Hagerstown, MD;New York, NY",http://vocab.getty.edu/page/tgn/7013681;http://vocab.getty.edu/page/tgn/7007567,1916,A Treasury of Catholic Song
1917-Evange-EMU,Round,"St. Louis, MO;Chicago, IL",http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7013596,1917,The Evangelical Hymnal
1917-Hymnar-EMU,,"New York, NY;Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013604,1917,Hymnario da Egreja Methodista Episcopal
1917-Lifean-EMU,Round,"Richmond, VA",http://vocab.getty.edu/page/tgn/7014334,1917,Life and Service Hymns
1917-Missio-EMU,Nil,"Saint Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1917,[Mission Hymns]
1917-Select-EMU,Round;Seven-shape Aikin,"Chicago, IL; Los Angeles, CA",http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7023900,1917,Selected Gospel Songs
