ssdl:pid,ssdl:placeOfContributorAffiliation,ssdl:placeOfContributorAffiliationUri,ssdl:dateOfPublication,ssdl:shortTitle
1888-Sabbat-EMU,"United States, New York, Kings, Brooklyn;United States, Georgia, Chatham, Savannah",http://vocab.getty.edu/page/tgn/1002551;http://vocab.getty.edu/page/tgn/7014487,1888,The Sabbath Hour
1888-Songso-EMU,"United States, Ohio, Hamilton, Terrace Park",http://vocab.getty.edu/page/tgn/2082167,1888,Songs of Rejoicing
1892-Standa-EMU,"United States, Kentucky, Jefferson, Louisville",http://vocab.getty.edu/page/tgn/7013915,1888,The Standard Church Hymnal
1889-Budsan-EMU,"United States, Maryland, independent city, Baltimore",http://vocab.getty.edu/page/tgn/7013352,1889,Buds and Blossoms for the Little Ones
1889-Christ-EMU,"United States, Georgia, Newton, Oxford;United States, Tennessee, Davidson, Nashville;United States, Kentucky, Hardin, Elizabethtown",http://vocab.getty.edu/page/tgn/2023840;http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/2038674,1889,Christian Hymns
1889-Cumber-EMU,"United States, New York, New York;United States, Missouri, Jackson, Kansas City;United States, Tennessee, Wilson, Lebanon;United States, Kentucky, Christian, Hopkinsville;United States, Pennsylvania, Washington, West Finley;United States, Illinois, Logan, Lincoln",http://vocab.getty.edu/page/tgn/1002715;http://vocab.getty.edu/page/tgn/7013820;http://vocab.getty.edu/page/tgn/2100035;http://vocab.getty.edu/page/tgn/2039445;http://vocab.getty.edu/page/tgn/2094332;http://vocab.getty.edu/page/tgn/2028778,1889,The Cumberland Presbyterian Hymnal
1889-Easte1-EMU,"United States, Ohio, Hamilton, Cincinnati;United States, Illinois, Cook, Hyde Park;United States, Pennsylvania, Philadelphia, Philadelphia;United States, Pennsylvania, Delaware, Chester;United States, New York, Kings, Brooklyn;United States, Pennsylvania, Lebanon, Annville;United States, Kentucky, Jefferson, Louisville",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7022150;http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7015967;http://vocab.getty.edu/page/tgn/7015822;http://vocab.getty.edu/page/tgn/2086025;http://vocab.getty.edu/page/tgn/7013915,1889,Easter Selections for 1889
1889-Evange-EMU,,,1889,Evangelical Lutheran Hymn Book
1889-Gospel-EMU,"United States, Missouri, independent city, Saint Louis;United States, Texas, Lampasas, Lampasas;United States, Missouri, Bates, Butler",http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/2105513;http://vocab.getty.edu/page/tgn/2058216,1889,The Gospel Alarm.
1889-Hymnan-EMU,"United States, Virginia, independent city, Richmond;United States, North Carolina, Wake, Raleigh;United States, Virginia, independent city, Harrisonburg;United States, South Carolina, Dorchester, Summerville;United States, Tennessee, Davidson, Nashville;United States, Louisiana, Orleans, New Orleans;United States, Tennessee, Haywood, Brownsville;United States, Texas, Williamson, Georgetown;United States, Louisiana, East Feliciana, Jackson;United States, Georgia, Bibb, Macon",http://vocab.getty.edu/page/tgn/7013964;http://vocab.getty.edu/page/tgn/7013949;http://vocab.getty.edu/page/tgn/2112170;http://vocab.getty.edu/page/tgn/2096784;http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7014214;http://vocab.getty.edu/page/tgn/2098151;http://vocab.getty.edu/page/tgn/2104447;http://vocab.getty.edu/page/tgn/2043079;http://vocab.getty.edu/page/tgn/7013980,1889,"Hymn and Tune Book of the Methodist Episcopal Church, South"
1889-Hymnsf-EMU,,,1889?,"Hymns from ""Windows of Heaven"" Song Book"
1889-Missio-EMU,"United States, Missouri, Bates, Butler;United States, Texas, Lampasas, Lampasas",http://vocab.getty.edu/page/tgn/2058216;http://vocab.getty.edu/page/tgn/2105513,,The Missionary Triumph
1889-Newvoi-EMU,"United States, Georgia, Whitfield, Dalton;United States, Ohio, Lorain, Grafton;United States, Ohio, Ashtabula, Andover",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/2079784;http://vocab.getty.edu/page/tgn/2078235,1889,The New Voice of Praise
1889-Ourhym-EMU,"United States, Tennessee, Davidson, Nashville",http://vocab.getty.edu/page/tgn/7013959,1889,Our Hymns and their Authors
1889-Sacred-EMU,"United States, Tennessee, Anderson, Andersonville",http://vocab.getty.edu/page/tgn/2097732,1889,"Sacred Melodies, Revised"
1889-Songge-EMU,"United States, Texas, Bastrop, McDade",http://vocab.getty.edu/page/tgn/2105836,1889,The Song Gem
1889-Window-EMU,"United States, Virginia, independent city, Portsmouth;United States, Maryland, independent city, Baltimore",http://vocab.getty.edu/page/tgn/7014278;http://vocab.getty.edu/page/tgn/7013352,1889,Windows of Heaven
188x-Songso-EMU,,,,Songs of the Message
1890-Christ-EMU,"United States, Texas, Dallas, Dallas",http://vocab.getty.edu/page/tgn/7013503,1890,Christian Work Songs
1890-Mornin-EMU,"United States, Ohio, Delaware, Delaware",http://vocab.getty.edu/page/tgn/7013543,1890,Morning Stars
1890-Pureso-EMU,"United States, Georgia, Newton, Oxford;United States, Georgia, Newton, Covington",http://vocab.getty.edu/page/tgn/2023840;http://vocab.getty.edu/page/tgn/2022581,1890,Pure Songs
1892-Reviva-EMU,"United States, Georgia, Fulton",http://vocab.getty.edu/page/tgn/2000351,1890,The Revival
1890-YMCAgo-EMU,"United States, Illinois, Warren, Monmouth",http://vocab.getty.edu/page/tgn/2029131,1890,YMCA Gospel Songs
1891-Bright-EMU,"United States, Maryland, independent city, Baltimore",http://vocab.getty.edu/page/tgn/7013352,1891,Bright Blossoms
1891-Select-EMU,,,1891,Selected Hymns for Social Worship
1891-Servic-EMU,"United States, Kentucky, Christian, Hopkinsville",http://vocab.getty.edu/page/tgn/2039445,1891,Service in Song
1891-Songsf-EMU,"United States, California, San Francisco, San Francisco",http://vocab.getty.edu/page/tgn/7014456,1891,Songs for the Harvest Field
1891-Soothi-EMU,"United States, Virginia, independent city, Petersburg",http://vocab.getty.edu/page/tgn/7014404,1891,Soothing Songs
1892-Gabrie-EMU,"United States, California, San Francisco, San Francisco",http://vocab.getty.edu/page/tgn/7014456,1892,Gabriel's Vineyard Songs
1892-Songso-EMU,"United States, Pennsylvania, Erie, Erie",http://vocab.getty.edu/page/tgn/7017542,1892,Songs of the Covenant
1892-Womans-EMU,"United States, Maryland, independent city, Baltimore",http://vocab.getty.edu/page/tgn/7013352,1892,The Woman's Hymnal
1892-Wordso-EMU,"United States, West Virginia, Mercer;United States, Tennessee, Davidson, Nashville;United States, Georgia, Newton, Oxford",http://vocab.getty.edu/page/tgn/2002278;http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/2023840,1892,Words of Truth
1893-Epwort-EMU,"United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/7013596,1893,Epworth Songs
1893-Harpof-EMU,"United States, Virginia, independent city, Petersburg",http://vocab.getty.edu/page/tgn/7014404,1893,Harp of Zion
1893-Hearts-EMU,"United States, Ohio, Hamilton, Terrace Park",http://vocab.getty.edu/page/tgn/2082167,1893,Heart Songs
1893-Hymnso-EMU,"United States, Virginia, independent city, Richmond;United States, Virginia, independent city, Norfolk;United States, Virginia, independent city, Williamsburg;United States, Virginia, independent city, Fredericksburg;United States, Virginia, independent city, Lexington;United States, Kentucky, Madison, Richmond",http://vocab.getty.edu/page/tgn/7013964;http://vocab.getty.edu/page/tgn/7014231;http://vocab.getty.edu/page/tgn/7014629;http://vocab.getty.edu/page/tgn/7013943;http://vocab.getty.edu/page/tgn/7013889;http://vocab.getty.edu/page/tgn/7014337,1891,Hymns of the Ages
1893-Inhisn-EMU,"United States, Maryland, independent city, Baltimore",http://vocab.getty.edu/page/tgn/7013352,1893,"In His Name, Series No. 1"
1893-Lifean-EMU,"United States, Kentucky, Pendleton, Falmouth;United States, Kentucky, Fleming, Flemingsburg",http://vocab.getty.edu/page/tgn/2038787;http://vocab.getty.edu/page/tgn/2038872,1893,Life and Light
1893-McInto-EMU,"United States, Georgia, Newton, Oxford",http://vocab.getty.edu/page/tgn/2023840,1893,McIntosh's Class and Chorus
1893-Messen-EMU,"United States, Virginia, Rockingham, Dayton",http://vocab.getty.edu/page/tgn/2111441,1893,The Messenger of Song
1893-Musicf-EMU,"United States, Missouri, independent city, Saint Louis",http://vocab.getty.edu/page/tgn/7014444,1893,Music for the Seventh International and Second World's Sunday School Conventions
1893-Psalms-EMU,"United States, Ohio, Miami;United States, Virginia, Rockingham, Bridgewater;United States, Virginia, Patrick, Woolwine;United States, West Virginia, Fayette, Oak Hill;United States, Alabama, DeKalb, Loveless;United States, Maryland",http://vocab.getty.edu/page/tgn/1002662;http://vocab.getty.edu/page/tgn/2110776;http://vocab.getty.edu/page/tgn/2115145;http://vocab.getty.edu/page/tgn/2119437;http://vocab.getty.edu/page/tgn/2004286;http://vocab.getty.edu/page/tgn/7007516,1893,"Psalms, Hymns, and Spiritual Songs"
1894-Blosso-EMU,"United States, Georgia, Whitfield, Dalton;United States, New York, New York",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7007567,1894,Blossoms of Song
1894-Bright-EMU,"United States, Mississippi, Yazoo",http://vocab.getty.edu/page/tgn/2001167,1894,Brightest Glory
1894-Crowni-EMU,"United States, Georgia, Whitfield, Dalton;United States, Georgia, Barrow, Bethlehem;United States, Georgia, Muscogee, Columbus;United States, Georgia, Fayette;United States, Alabama, DeKalb, Loveless",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/2022169;http://vocab.getty.edu/page/tgn/7013643;http://vocab.getty.edu/page/tgn/2000347;http://vocab.getty.edu/page/tgn/7021514;http://vocab.getty.edu/page/tgn/2004286,1894,Crowning Vocalist
1894-Lifean-EMU,"United States, Kentucky, Pendleton, Kentucky;United States, Kentucky, Kenton, Covington;United States, Massachusetts, Hampden, Chicopee",http://vocab.getty.edu/page/tgn/2038787;http://vocab.getty.edu/page/tgn/7014762;http://vocab.getty.edu/page/tgn/2049596,1894,Life and Light No. 2
1894-Reviva-EMU,"United States, Georgia, Whitfield, Dalton;United States, Mississippi, Tishomingo, Iuka;United States, Alabama, Colbert",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/2056685;http://vocab.getty.edu/page/tgn/2000016,1894,The Revival Choir
1894-Select-EMU,"United States, Ohio, Hamilton, Cincinnati",http://vocab.getty.edu/page/tgn/7013604,1894,Selections from the Book of Psalms
1895-Chris1-EMU,"United States, Texas, Dallas, Dallas",http://vocab.getty.edu/page/tgn/7013503,1895,The Christian Hymnist
1895-Glowin-EMU,"United States, Georgia, Fulton",http://vocab.getty.edu/page/tgn/2000351,1895,Glowing Songs
1895-Gospe1-EMU,"United States, Pennsylvania, Lawrence;United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/1002580;http://vocab.getty.edu/page/tgn/7013596,1895,"Gospel Hymns, Nos. 1 to 6"
1895-Gospe2-EMU,"United States, Kentucky, Jefferson, Louisville",http://vocab.getty.edu/page/tgn/7013915,1895,Gospel Gleaner
1897-Nation-EMU,"United States, Tennessee, Coffee;United States, Tennessee, Davidson, Nashville;United States, Texas, Guadalupe, Seguin;United States, Texas, Anderson, Palestine",http://vocab.getty.edu/page/tgn/2001852;http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/2107566;http://vocab.getty.edu/page/tgn/2106571,1895,National Gospel Voices
1897-Little-EMU,"United States, Georgia, Fulton",http://vocab.getty.edu/page/tgn/2000351,1897,Little Light No. 2
1897-Wonder-EMU,"United States, Maryland, independent city, Baltimore",http://vocab.getty.edu/page/tgn/7013352,1897,Wonderful Love
1898-Fillmo-EMU,"United States, Ohio, Hamilton, Cincinnati",http://vocab.getty.edu/page/tgn/7013604,1898,Fillmores' Sunday-School Songs No. I
1899-Fillmo-EMU,"United States, Ohio, Hamilton, Cincinnati",http://vocab.getty.edu/page/tgn/7013604,1898,Fillmores' Missionary Songs
1898-Gospel-EMU,"United States, Virginia, Rockingham, Bridgewater",http://vocab.getty.edu/page/tgn/2110776,1898,Gospel Songs and Hymns No. I
1898-Happyv-EMU,"United States, Texas, McLennan, Waco;United States, Illinois, Iroquois, Ashkum;United States, Missouri, Cole, Jefferson City;United States, Kentucky, Monroe",http://vocab.getty.edu/page/tgn/7014575;http://vocab.getty.edu/page/tgn/2026408;http://vocab.getty.edu/page/tgn/7013811;http://vocab.getty.edu/page/tgn/2000829,1898,Happy Voices No. 1
1898-Hymnbo-EMU,"United States, Tennessee, Davidson, Nashville;United States, Louisiana, Orleans, New Orleans;United States, Maryland, independent city, Baltimore;United States, Virginia, Hamburg, Ashland;United States, South Carolina, Spartanburg, Spartanburg;United States, Mississippi, Hinds, Jackson;United States, Missouri, Jackson, Kansas City;United States, Texas, Grayson, Sherman",http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7014214;http://vocab.getty.edu/page/tgn/7013352;http://vocab.getty.edu/page/tgn/2110477;http://vocab.getty.edu/page/tgn/7014524;http://vocab.getty.edu/page/tgn/7016129;http://vocab.getty.edu/page/tgn/7013820;http://vocab.getty.edu/page/tgn/2107636,1898,"Hymn Book of the Methodist Episcopal Church, South"
190x-Missio-EMU,"United States, Georgia, Elbert",http://vocab.getty.edu/page/tgn/2000343,190X,Missionary Songs
1855-Liturg-BRU,"United States, Maryland, independent city, Baltimore",http://vocab.getty.edu/page/tgn/7013352,1855,Liturgie und Gesangbuch
1859-Sacred-BRU,"United States, Massachusetts, Worcester, Worcester",http://vocab.getty.edu/page/tgn/7014647,1859,The Sacred Lyre
1861-Contra-BRU,,,,A Contraband Song
1864-Lieder-BRU,,,1864,Liedersammlung
1864-Singvo-BRU,,,1864,Das Singv??gelein
1872-Happym-BRU,"United States, Rhode Island, Providence, Providence;United States, Kentucky, Fayette, Lexington",http://vocab.getty.edu/page/tgn/7013952;http://vocab.getty.edu/page/tgn/7013887,1872,A Happy Meeting
1874-Songso-BRU,,,,Songs of the Tennesseeans
1875-Songfr-BRU,"United States, Connecticut, Hartford, Hartford",http://vocab.getty.edu/page/tgn/7013695,1875,A Song from Frederick Douglass
1888-Reviva-BRU,,,,
1893-Collec-BRU,,,1893,A Collection of the Principle Melodies of the Synagogue
1897-Spirit-BRU,,,1897,Spirituals
18xx-Funera-BRU,,,18xx,Funeral Hymn
1903-Fillmo-BRU,,,,
1904-Worldf-BRU,"United States, Illinois, Cook, Chicago;United States, Illinois, Macon, Warrensburg",http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/2030570,1904?,Williams' Colored Singers
1908-Concor-BRU,,,1908,Concordia Ch??re.
1911-Golden-BRU,,,1911,The Golden Sunshine
1911-Mostpo-BRU,"United States, New York, Westchester, Yonkers",http://vocab.getty.edu/page/tgn/7014648,1911,The Most Popular Plantation Songs
1912-Messen-BRU,,,,
1912-Oldtim-BRU,"United States, Texas, Bowie, Texarkana",http://vocab.getty.edu/page/tgn/7023771,1912?,Old-Time Religion Songs
1912-Somecu-BRU,"United States, Texas, Brazos, College Station",http://vocab.getty.edu/page/tgn/7013634,1912,Some Current Folk-Songs of the Negro
1918-Darkey-BRU,"United States, Texas, Runnels, Ballinger",http://vocab.getty.edu/page/tgn/2102560,1918,Darkey Spirituals
1918-Negros-BRU,"United States, California, Los Angeles, Los Angeles;United States, Alabama, Jefferson, Birmingham",http://vocab.getty.edu/page/tgn/7023900;http://vocab.getty.edu/page/tgn/7013425,1918,Negro Spirituals of the South
1918-Oldmel-BRU,,,1918,Old Melodies of the South
1920-Baptis-BRU,"United States, Virginia, Russell, Honaker",http://vocab.getty.edu/page/tgn/2112302,1920,The Baptist Song Book
1923-Ohthel-BRU,"United States, Virginia, Hampton, Hampton;United States, Massachusetts, Middlesex, Cambridge",http://vocab.getty.edu/page/tgn/7013687;http://vocab.getty.edu/page/tgn/7013527,1923?,"Oh, The Land I Am Bound For"
1923-Spirit-BRU,,,1923,Spirituals
1924-Deepri-BRU,"United States, New York, New York",http://vocab.getty.edu/page/tgn/7007567,1924,Deep River
1924-Wereyo-BRU,"United States, New York, New York, Bronx",http://vocab.getty.edu/page/tgn/7022658,1924,Were You There?
1925-OLordI-BRU,"United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/7013596,1925,"O Lord, I Done Done"
1925-TenNeg-BRU,,,1925,Ten Negro Spirituals
1850-Baptis-EMU,,,1850,A Baptist Hymn-book
190x-Nation-MTS,"United States, Tennessee, Maury, Columbia",http://vocab.getty.edu/page/tgn/2098585,1906?,National G. V. Hymnal
19xx-Tobacc-MTS,,,19xx?,The Tobacco Tags' Favorite Hymns
19xx-Godlea-MTS,,,19xx?,God Leads His Dear Children Along
1932-Fortys-MTS,"United States, Illinois, Cook, Berwyn",http://vocab.getty.edu/page/tgn/7013413,1932,Forty Spirituals
192x-Gospel-MTS,"United States, Illinois, Cook, Chicago;United States, Ohio, Cuyahoga, Cleveland",http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013608,192x?,Gospel Quintet Songs
1928-Sparkl-MTS,"United States, Texas, Dallas, Dallas;United States, Tennessee, Hamilton, Chattanooga;United States, Alabama, Blount, Oneonta;United States, Alabama, Fayette, Berry;United States, Alabama, DeKalb, Lydia;United States, Texas, Coryell, Gatesville;United States, Alabama, DeKalb, Grove Oak;United States, Alabama, DeKalb, Collinsville;United States, Tennessee, Shelby, Memphis;United States, Arkansas, Pulaski, Little Rock;United States, Texas, Wichita, Burkburnett;United States, Missouri, Jackson, Kansas City;United States, Oklahoma, Sequoyah, Roland;United States, Texas, Lubbock, Idalou;United States, Alabama, Tuscaloosa, Tuscaloosa;United States, Georgia, Fulton, College Park;United States, Tennessee, Sumner;United States, Texas, Lubbock;United States, Texas, Comanche;United States, Texas, Marion;United States, New York, New York;United States, Alabama, DeKalb, Sylvania;United States, Alabama, Winston, Arley;United States, Texas, Cherokee;United States, Alabama, Cullman, Crane Hill;United States, Arizona, Pima, Tucson;United States, Texas, Lamar;United States, Texas, Nacogdoches, Nacogdoches;United States, Tennessee, Davidson, Nashville;United States, Arkansas, Columbia, Jefferson;United States, Texas, Cass;United States, Texas, Cass, Atlanta;United States, Arkansas, Columbia, Magnolia;United States, Alabama, Houston, Sigma;United States, Texas, Bexar, San Antonio;United States, Oklahoma, Le Flore, Octavia;United States, Louisiana, Bossier, Bossier City;United States, Georgia, Haralson, Bremen",http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7017496;http://vocab.getty.edu/page/tgn/2004779;http://vocab.getty.edu/page/tgn/2002635;http://vocab.getty.edu/page/tgn/2004304;http://vocab.getty.edu/page/tgn/2104435;http://vocab.getty.edu/page/tgn/2367798;http://vocab.getty.edu/page/tgn/2003154;http://vocab.getty.edu/page/tgn/7017750;http://vocab.getty.edu/page/tgn/7013897;http://vocab.getty.edu/page/tgn/2102995;http://vocab.getty.edu/page/tgn/7013820;http://vocab.getty.edu/page/tgn/2083929;http://vocab.getty.edu/page/tgn/2105137;http://vocab.getty.edu/page/tgn/2005546;http://vocab.getty.edu/page/tgn/2022473;http://vocab.getty.edu/page/tgn/2001919;http://vocab.getty.edu/page/tgn/2002032;http://vocab.getty.edu/page/tgn/2001962;http://vocab.getty.edu/page/tgn/1002637;http://vocab.getty.edu/page/tgn/1002715;http://vocab.getty.edu/page/tgn/2005437;http://vocab.getty.edu/page/tgn/2002499;http://vocab.getty.edu/page/tgn/1002263;http://vocab.getty.edu/page/tgn/2265403;http://vocab.getty.edu/page/tgn/7014661;http://vocab.getty.edu/page/tgn/2002024;http://vocab.getty.edu/page/tgn/2106205;http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/2420141;http://vocab.getty.edu/page/tgn/1002244;http://vocab.getty.edu/page/tgn/2102471;http://vocab.getty.edu/page/tgn/2105876;http://vocab.getty.edu/page/tgn/2005293;http://vocab.getty.edu/page/tgn/7014453;http://vocab.getty.edu/page/tgn/2555297;http://vocab.getty.edu/page/tgn/2042365;http://vocab.getty.edu/page/tgn/2022244,1928,Sparkling Gems
